Overview

Overview
"IMPROVE Data Use: For journal publications, please inform Anthony Prenni (Anthony_Prenni@nps.gov) of the planned publication. Drafts of publications will be reviewed upon request for issues that could affect the data interpretation. Preferred Reference: Please reference the Malm,et al. (1994) article below when using IMPROVE data. Malm, W. C., J. F. Sisler, D. Huffman, R. A. Eldred, and T. A. Cahill (1994), Spatial and seasonal trends in particle concentration and optical extinction in the United States, J. Geophys. Res., 99, 1347-1370. Preferred Acknowledgment: IMPROVE is a collaborative association of state, tribal, and federal agencies, and international partners. US Environmental Protection Agency is the primary funding source, with contracting and research support from the National Park Service. The Air Quality Group at the University of California, Davis is the central analytical laboratory, with ion analysis provided by Research Triangle Institute, and carbon analysis provided by Desert Research Institute.
(Also: Prior to use, all data users are encouraged to review the IMPROVE data advisories located on the IMPROVE website: http://vista.cira.colostate.edu/IMPROVE/Data/QA_QC/Advisory.htm)"

Datasets

Dataset,Code,StartDate,EndDate,Frequency,NumRecords
"IMPROVE Aerosol","IMPAER",3/2/1988 12:00:00 AM,10/30/2023 12:00:00 AM,"1-in-3 day",39778115

Sites

Site,Code,Dataset,Country,State,County,AQSCode,Latitude,Longitude,Elevation,StartDate,EndDate,DemographicCode,LandUseCode,StreetAddress,LocDesc,Sponsor,ProgramKey,NumPOCs
"VIIS1","IMPAER","Event","07/27/2001","Poor visibility due to volcano ash"
"VIIS1","IMPAER","Operational","03/06/2002","12V power supply replaced"
"VIIS1","IMPAER","Operational","04/16/2002","Sampler controller replaced"
"VIIS1","IMPAER","Operational","09/02/2002","A1 Module Flow Calibration"
"VIIS1","IMPAER","Operational","09/02/2002","A1 Module pump replaced"
"VIIS1","IMPAER","Operational","09/02/2002","B1 Module Flow Calibration"
"VIIS1","IMPAER","Operational","09/02/2002","B1 Module pump replaced"
"VIIS1","IMPAER","Operational","09/02/2002","C1 Module Flow Calibration"
"VIIS1","IMPAER","Operational","09/02/2002","D1 Module Flow Calibration"
"VIIS1","IMPAER","Operational","09/02/2002","Routine annual maintenance"
"VIIS1","IMPAER","Event","10/05/2002","Volcanic ash, Dome collapsed"
"VIIS1","IMPAER","Event","10/26/2002","volcanic dust"
"VIIS1","IMPAER","Event","07/08/2003","Volcano on Montserrat exploded, lots of ash in air this week"
"VIIS1","IMPAER","Event","08/13/2003","Termites in the filter reading instrument"
"VIIS1","IMPAER","Operational","10/02/2003","Sampler controller replaced"
"VIIS1","IMPAER","Operational","12/15/2003","A1 Module pump replaced"
"VIIS1","IMPAER","Operational","12/15/2003","B1 Module pump replaced"
"VIIS1","IMPAER","Operational","12/15/2003","C1 Module pump replaced"
"VIIS1","IMPAER","Operational","12/15/2003","D1 Module pump replaced"
"VIIS1","IMPAER","Operational","12/16/2003","B1 Module pump replaced"
"VIIS1","IMPAER","Operational","01/06/2004","Sampler controller replaced"
"VIIS1","IMPAER","Event","09/03/2004","hurricane Frances"
"VIIS1","IMPAER","Operational","11/13/2004","A1 Module Flow Calibration"
"VIIS1","IMPAER","Operational","11/13/2004","B1 Module Flow Calibration"
"VIIS1","IMPAER","Operational","11/13/2004","C1 Module Flow Calibration"
"VIIS1","IMPAER","Operational","11/13/2004","D1 Module Flow Calibration"
"VIIS1","IMPAER","Operational","11/13/2004","Routine annual maintenance"
"VIIS1","IMPAER","Operational","04/19/2005","A1 Module inlet replaced"
"VIIS1","IMPAER","Operational","04/19/2005","B1 Module inlet replaced"
"VIIS1","IMPAER","Operational","04/19/2005","C1 Module inlet replaced"
"VIIS1","IMPAER","Equipment Problem","11/26/2013","Controller is unresponsive (resolved)"
"VIIS1","IMPAER","Part Replacement","12/02/2013","Controller"
"VIIS1","IMPAER","Equipment Problem","05/20/2014","Controller asking for wrong week (resolved)"
"VIIS1","IMPAER","Part Replacement","05/27/2014","Controller"
"VIIS1","IMPAER","Part Replacement","06/18/2014","Controller"
"VIIS1","IMPAER","Part Replacement","06/30/2014","Controller"
"VIIS1","IMPAER","Equipment Problem","07/10/2014","C CYC unreliable (resolved)"
"VIIS1","IMPAER","Part Replacement","07/17/2014","Module Cable"
"VIIS1","IMPAER","Part Replacement","07/17/2014","EBox (3C)"
"VIIS1","IMPAER","Equipment Problem","08/01/2014","D MOD plugged into X port (resolved)"
"VIIS1","IMPAER","Equipment Problem","01/28/2015","CNTRLR not responsive (resolved)"
"VIIS1","IMPAER","Part Replacement","02/05/2015","Controller"
"VIIS1","IMPAER","Equipment Problem","02/19/2015","A Pump Noisy (resolved)"
"VIIS1","IMPAER","Site Visit","03/05/2015","Calibration and maintenance on all modules"
"VIIS1","IMPAER","Part Replacement","03/05/2015","Pump"
"VIIS1","IMPAER","Part Replacement","03/05/2015","Pump (4D)"
"VIIS1","IMPAER","Part Replacement","03/05/2015","Pump (3C)"
"VIIS1","IMPAER","Part Replacement","03/05/2015","Pump (2B)"
"VIIS1","IMPAER","Part Replacement","03/05/2015","Pump (1A)"
"VIIS1","IMPAER","Equipment Problem","04/06/2015","Irregular B mod CYC zeros;  affecting run day data at times (resolved)"
"VIIS1","IMPAER","Equipment Problem","05/19/2015","C pump not running for initial readings 5/19/15 (resolved)"
"VIIS1","IMPAER","Sampler Flow Check","09/27/2015","Modules:"
"VIIS1","IMPAER","Equipment Problem","03/10/2016","C Pump Not Starting (resolved)"
"VIIS1","IMPAER","Part Replacement","03/16/2016","Relay Box (3C, 4D)"
"VIIS1","IMPAER","Equipment Problem","08/25/2016","D Pump possibly staying on (resolved)"
"VIIS1","IMPAER","Part Replacement","10/13/2016","Relay Box (3C, 4D)"
"VIIS1","IMPAER","Equipment Problem","03/01/2017","A CYC decrease, possible flow drop (resolved)"
"VIIS1","IMPAER","Part Replacement","03/30/2017","Pump (1A)"
"VIIS1","IMPAER","Part Replacement","04/16/2017","Relay Box (1A, 2B)"
"VIIS1","IMPAER","Equipment Problem","05/23/2017","CNTRLR malfunction AB RBOX port (resolved)"
"VIIS1","IMPAER","Equipment Problem","05/25/2017","D FIL masses very low (resolved)"
"VIIS1","IMPAER","Part Replacement","06/01/2017","Sierra Inlet"
"VIIS1","IMPAER","Part Replacement","06/01/2017","Controller"
"VIIS1","IMPAER","Site Visit","12/12/2018","Calibration and maintenance on all modules"
"VIIS1","IMPAER","Equipment Problem","04/02/2019","A pump did not turn on during filter readings (resolved)"
"VIIS1","IMPAER","Part Replacement","04/08/2019","Pump (1A)"
"VIIS1","IMPAER","Part Replacement","10/11/2019","Pump"
"VIIS1","IMPAER","Part Replacement","12/18/2019","Pump"
"VILA1","IMPAER","Equipment Problem","09/11/2013","A ORI unstable (resolved)"
"VILA1","IMPAER","Equipment Problem","01/14/2014","Install an Updated LED display with back light (-40-¦C) to work in cold weather (resolved)"
"VILA1","IMPAER","External Audit","02/24/2014","Site Audit by Gale Koch"
"VILA1","IMPAER","Site Visit","06/26/2014","Calibration and maintenance on all modules"
"VILA1","IMPAER","Equipment Problem","07/02/2014","D Pump not turning on (resolved)"
"VILA1","IMPAER","Part Replacement","07/04/2014","Pump (4D)"
"VILA1","IMPAER","External Audit","07/29/2014","Site Audit by Gale Koch"
"VILA1","IMPAER","External Audit","10/28/2014","Site Audit by Amanda Hughes"
"VILA1","IMPAER","External Audit","01/29/2015","Site Audit by Amanda Hughes, Gale Koch"
"VILA1","IMPAER","Equipment Problem","05/15/2015","C CYC/ORI low, possible low flow (resolved)"
"VILA1","IMPAER","External Audit","06/10/2015","Site Audit by Amanda Hughes, Gale Koch"
"VILA1","IMPAER","External Audit","07/24/2015","Site Audit by John Provine, Amanda Hughes"
"VILA1","IMPAER","Part Replacement","09/22/2015","Pump (3C)"
"VILA1","IMPAER","Part Replacement","09/22/2015","Pump (2B)"
"VILA1","IMPAER","External Audit","10/29/2015","Site Audit by Allison Streeter/ Seth Zimmermann"
"VILA1","IMPAER","Equipment Problem","12/03/2015","Time adjustment needed.  Failed EPA Audit (resolved)"
"VILA1","IMPAER","Part Replacement","12/22/2015","Other"
"VILA1","IMPAER","Equipment Problem","01/11/2016","Needs a time correction (resolved)"
"VILA1","IMPAER","External Audit","04/28/2016","Site Audit by Allison Streeter/Seth Zimmermann			"
"VILA1","IMPAER","Part Replacement","05/10/2016","Controller"
"VILA1","IMPAER","Site Visit","06/18/2016","Calibration and maintenance on all modules"
"VILA1","IMPAER","Part Replacement","05/05/2017","Pump (1A)"
"VILA1","IMPAER","External Audit","09/29/2017","Site Audit by Derek Day"
"VILA1","IMPAER","Part Replacement","05/01/2018","Pump (4D)"
"VILA1","IMPAER","Site Visit","06/21/2018","Calibration and maintenance on all modules"
"VILA1","IMPAER","Equipment Problem","07/03/2018","Having trouble with current hotspot. (resolved)"
"VILA1","IMPAER","Part Replacement","07/10/2018","Other"
"VILA1","IMPAER","Equipment Problem","08/14/2018","C EBOX Manifold switch not working (resolved)"
"VILA1","IMPAER","Part Replacement","08/14/2018","Pump (2B)"
"VILA1","IMPAER","Equipment Problem","09/04/2018","C Ebox went offline, only faint green light on (resolved)"
"VILA1","IMPAER","Part Replacement","09/04/2018","EBox (3C)"
"VILA1","IMPAER","Part Replacement","09/08/2018","EBox (3C)"
"VILA1","IMPAER","External Audit","09/27/2018","Site Audit by John Provine"
"VILA1","IMPAER","External Audit","10/18/2018","Site Audit by John Provine"
"VILA1","IMPAER","Equipment Problem","11/27/2018","Low Flow Warning, Maybe Caused By Stuck Relay Box (resolved)"
"VILA1","IMPAER","Part Replacement","12/11/2018","Relay Box (1A, 2B)"
"VILA1","IMPAER","External Audit","03/05/2019","Site Audit by John Provine		"
"VILA1","IMPAER","Equipment Problem","03/08/2019","Excessive CAN addressing errors at the site (resolved)"
"VILA1","IMPAER","Part Replacement","03/12/2019","EBox (2B, 3C)"
"VILA1","IMPAER","External Audit","05/22/2019","Site Audit by John Provine"
"VILA1","IMPAER","Equipment Problem","05/28/2019","A/B Ebox offline (resolved)"
"VILA1","IMPAER","Part Replacement","09/24/2019","EBox (1A, 4D)"
"VILA1","IMPAER","Equipment Problem","09/30/2019","C Ebox  No reponse to 123 (resolved)"
"VILA1","IMPAER","Part Replacement","10/22/2019","Module Cable"
"VILA1","IMPAER","Equipment Problem","11/07/2019","ET not being calculated correctly  (resolved)"
"VILA1","IMPAER","Equipment Problem","11/13/2019","1A and 3C VAC values exceeding 4 psi (resolved)"
"VILA1","IMPAER","External Audit","12/16/2019","Site Audit by Mark Hurt		"
"VILA1","IMPAER","External Audit","12/16/2019","Site Audit by Derek Day"
"VILA1","IMPAER","Part Replacement","12/24/2019","Pump (1A)"
"VILA1","IMPAER","Part Replacement","12/24/2019","Pump (3C)"
"VILA1","IMPAER","Part Replacement","12/24/2019","EBox (1A, 2B, 3C, 4D)"
"VILA1","IMPAER","Part Replacement","01/14/2020","EBox (2B)"
"VILA1","IMPAER","Equipment Problem","01/21/2020","Low A mod VAC reading during filter change (resolved)"
"VILA1","IMPAER","Equipment Problem","02/03/2020","Ongoing CAN addressing Problems (resolved)"
"VILA1","IMPAER","Part Replacement","02/07/2020","Controller"
"VILA1","IMPAER","Part Replacement","06/25/2020","EBox (1A)"
"VILA1","IMPAER","UC Davis Site Visit","07/12/2020","Calibration and maintenance on all modules"
"VILA1","IMPAER","Equipment Problem","08/11/2020","Surge protector burned due to lightning  (resolved)"
"VILA1","IMPAER","Part Replacement","08/18/2020","Tripplite Surge Protector"
"VOYA1","IMPAER","Method","06/28/1994","Changed nylon filter size from 47mm diameter to 25mm"
"VOYA1","IMPAER","Operational","08/11/1994","A1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","08/11/1994","Routine annual maintenance"
"VOYA1","IMPAER","Operational","01/02/1995","A1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","01/02/1995","Routine annual maintenance"
"VOYA1","IMPAER","Event","06/03/1995","Fire in W. Canada, skies hazy, smoky"
"VOYA1","IMPAER","Event","06/10/1995","fire still burning"
"VOYA1","IMPAER","Event","06/14/1995","Major fire in Ontario, fire in park"
"VOYA1","IMPAER","Event","06/21/1995","Fires still burning in Ontario"
"VOYA1","IMPAER","Event","08/09/1995","Heavy smoke in area fire 100 miles E"
"VOYA1","IMPAER","Event","08/30/1995","Chlorine leak on 9/4/95 in the morning, stations evacuated for 1 hr"
"VOYA1","IMPAER","Event","09/06/1995","Fort Francis paper mill had another chemical leak non-hazardous"
"VOYA1","IMPAER","Event","10/11/1995","Road construction going on near station this month"
"VOYA1","IMPAER","Event","05/01/1996","County added gravel on road 100 feet away from site"
"VOYA1","IMPAER","Event","06/12/1996","hazy from fire"
"VOYA1","IMPAER","Event","06/19/1996","very hazy outside fire in Canada"
"VOYA1","IMPAER","Operational","09/01/1996","A1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","09/01/1996","A1 Module pump replaced"
"VOYA1","IMPAER","Method","09/01/1996","Added glycerin to Module B1 denuder"
"VOYA1","IMPAER","Operational","09/01/1996","B1 Module pump replaced"
"VOYA1","IMPAER","Operational","09/01/1996","C1 Module pump replaced"
"VOYA1","IMPAER","Operational","09/01/1996","D1 Module pump replaced"
"VOYA1","IMPAER","Operational","09/01/1996","Routine annual maintenance"
"VOYA1","IMPAER","Operational","09/28/1996","offline until 12/01/1999"
"VOYA1","IMPAER","Operational","11/01/1999","A1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","11/01/1999","B1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","11/01/1999","C1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","11/01/1999","D1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","11/16/1999","A1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","11/16/1999","B1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","11/16/1999","C1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","11/19/1999","Version 2 sampler installed"
"VOYA1","IMPAER","Operational","03/03/2000","A1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","03/03/2000","B1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","03/03/2000","C1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","03/03/2000","D1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","05/18/2000","Sampler controller replaced"
"VOYA1","IMPAER","Operational","06/28/2000","offline until 08/02/2000"
"VOYA1","IMPAER","Operational","08/01/2000","Sampler controller replaced"
"VOYA1","IMPAER","Operational","08/03/2000","A1 Module electronics box replaced"
"VOYA1","IMPAER","Operational","09/11/2000","A1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","09/11/2000","B1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","09/11/2000","C1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","09/11/2000","D1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","11/18/2001","A1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","11/18/2001","B1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","11/18/2001","C1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","11/18/2001","D1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","01/28/2002","A1 Module pump replaced"
"VOYA1","IMPAER","Operational","01/28/2002","B1 Module pump replaced"
"VOYA1","IMPAER","Operational","06/12/2002","Sampler controller replaced"
"VOYA1","IMPAER","Operational","07/19/2002","C1 Module pump replaced"
"VOYA1","IMPAER","Operational","07/19/2002","D1 Module pump replaced"
"VOYA1","IMPAER","Operational","08/08/2003","A1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","08/08/2003","B1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","08/08/2003","C1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","08/08/2003","D1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","08/08/2003","Photos taken"
"VOYA1","IMPAER","Operational","08/08/2003","Routine annual maintenance"
"VOYA1","IMPAER","Operational","08/11/2003","B1 Module electronics box replaced"
"VOYA1","IMPAER","Operational","06/17/2004","A1 Module area increased from 2.20 to 3.53 sq cm"
"VOYA1","IMPAER","Operational","09/22/2004","A1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","09/22/2004","B1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","09/22/2004","C1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","09/22/2004","D1 Module Flow Calibration"
"VOYA1","IMPAER","Operational","09/22/2004","Photos taken"
"VOYA1","IMPAER","Operational","09/22/2004","Routine annual maintenance"
"VOYA2","IMPAER","Operational","11/16/1999","New IMPROVE site, version 2 sampler installed"
"VOYA2","IMPAER","Equipment Problem","10/25/2013","VOYA1 Needs Low Temp Display -40-¦C Version (resolved)"
"VOYA2","IMPAER","Part Replacement","10/29/2013","Other"
"VOYA2","IMPAER","Equipment Problem","01/30/2014","B PUMP not on for FIN, works for INIT, fine on run days. (resolved)"
"VOYA2","IMPAER","Equipment Problem","01/30/2014","AB CYC running high (resolved)"
"VOYA2","IMPAER","Site Visit","07/02/2014","Calibration and maintenance on all modules"
"VOYA2","IMPAER","Part Replacement","10/28/2014","Pump (4D)"
"VOYA2","IMPAER","Part Replacement","10/28/2014","Pump (3C)"
"VOYA2","IMPAER","Part Replacement","10/28/2014","Pump (2B)"
"VOYA2","IMPAER","Part Replacement","10/28/2014","Pump (1A)"
"VOYA2","IMPAER","Equipment Problem","08/17/2015","D ORI running at 40 on non-run days. (resolved)"
"VOYA2","IMPAER","Part Replacement","09/15/2015","Relay Box (3C, 4D)"
"VOYA2","IMPAER","Equipment Problem","12/22/2015","FLASHCARD broken (resolved)"
"VOYA2","IMPAER","Part Replacement","12/22/2015","Relay Box (3C, 4D)"
"VOYA2","IMPAER","Part Replacement","01/12/2016","Pump (4D)"
"VOYA2","IMPAER","Part Replacement","01/12/2016","Relay Box (3C, 4D)"
"VOYA2","IMPAER","Site Visit","06/28/2016","Calibration and maintenance on all modules"
"VOYA2","IMPAER","Equipment Problem","07/12/2016","Send A Module, Motor Down Function Not Working (resolved)"
"VOYA2","IMPAER","Sampler Flow Check","09/16/2016","Modules: 1A"
"VOYA2","IMPAER","Part Replacement","09/16/2016","Module"
"VOYA2","IMPAER","Equipment Problem","10/25/2016","Controller Freezing, Bent CFLASH Pins (resolved)"
"VOYA2","IMPAER","Part Replacement","11/01/2016","Controller"
"VOYA2","IMPAER","Equipment Problem","02/13/2017","C flow slightly lower (resolved)"
"VOYA2","IMPAER","Power Problem","09/26/2017","C pump not starting (resolved)"
"VOYA2","IMPAER","Part Replacement","10/03/2017","Pump (3C)"
"VOYA2","IMPAER","Part Replacement","01/25/2018","Pump (2B)"
"VOYA2","IMPAER","Site Visit","06/28/2018","Calibration and maintenance on all modules"
"VOYA2","IMPAER","Equipment Problem","09/20/2018","Site Has Hotspot Device That Stopped Working (resolved)"
"VOYA2","IMPAER","External Audit","09/21/2018","Site Audit by Derek Day"
"VOYA2","IMPAER","Part Replacement","10/02/2018","Other"
"VOYA2","IMPAER","Equipment Problem","07/18/2019","A/C Ebox went offline (resolved)"
"VOYA2","IMPAER","Part Replacement","07/23/2019","EBox (1A, 3C)"
"VOYA2","IMPAER","UC Davis Site Visit","07/03/2020","Calibration and maintenance on all modules"
"VOYA2","IMPAER","Equipment Problem","10/13/2020","2B manifold does not move (resolved)"
"VOYA2","IMPAER","Part Replacement","11/10/2020","Motor Assembly (1A, 2B, 3C, 4D)"
"VOYA2","IMPAER","Part Replacement","11/10/2020","Motor Assembly (2B)"
"VOYA2","IMPAER","Equipment Problem","11/23/2020","increase flow rate on all modules (resolved)"
"VOYA2","IMPAER","Sampler Flow Adjustment","11/24/2020","Flow rate adjusted by Operator using Ebox/Controller on module(s) 2B"
"VOYA2","IMPAER","Part Replacement","11/24/2020","Module (2B)"
"VOYA2","IMPAER","Sampler Flow Adjustment","12/01/2020","Flow rate adjusted by Operator using Ebox/Controller on module(s) 1A, 3C, 4D"
"VOYA2","IMPAER","Part Replacement","12/01/2020","Module (1A)"
"VOYA2","IMPAER","Equipment Problem","12/17/2020","1A low flow good VAC on 12/17/20 (manifold not closed) (resolved)"
"VOYA2","IMPAER","Part Replacement","12/22/2020","Pump (4D)"
"WASH1","IMPAER","Operational","01/16/1991","A1 Module area increased from 2.20 to 3.53 sq cm"
"WASH1","IMPAER","Method","06/28/1994","Changed nylon filter size from 47mm diameter to 25mm"
"WASH1","IMPAER","Operational","08/25/1994","A1 Module Flow Calibration"
"WASH1","IMPAER","Operational","08/25/1994","A1 Module pump replaced"
"WASH1","IMPAER","Operational","08/25/1994","B1 Module Flow Calibration"
"WASH1","IMPAER","Operational","08/25/1994","B1 Module pump replaced"
"WASH1","IMPAER","Operational","08/25/1994","C1 Module Flow Calibration"
"WASH1","IMPAER","Operational","08/25/1994","C1 Module pump replaced"
"WASH1","IMPAER","Operational","08/25/1994","D1 Module Flow Calibration"
"WASH1","IMPAER","Operational","08/25/1994","D1 Module pump replaced"
"WASH1","IMPAER","Operational","08/25/1994","Routine annual maintenance"
